frame,ego_id,ego_detected_box_count,has_collaborator,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,ego_pcd_num_points,ego_pcd_mean_range,ego_pcd_max_range,ego_pcd_std_range,ego_pcd_near_20m,ego_pcd_mid_20_50m,ego_pcd_far_50_80m,ego_pcd_very_far_80m,ego_pcd_front_points,ego_pcd_back_points,ego_pcd_left_points,ego_pcd_right_points,ego_pcd_front_far_30m,ego_pcd_front_far_50m,ego_pcd_density_0_20,ego_pcd_density_20_50,ego_pcd_density_50_80
437,823,33,1,53673,4,53673,11.685582160949707,114.20191955566406,10.439026832580566,45712,7452,473,36,26095,27578,27208,26465,2684,298,36.3764537930836,1.129545367543623,0.03860527593972641
438,823,34,1,53586,4,53586,11.746603965759277,116.58146667480469,10.506400108337402,45788,7256,485,57,26126,27460,27090,26496,2665,308,36.43693267145852,1.099836444833136,0.03958469097413807
439,823,33,1,53727,4,53727,11.826249122619629,118.45282745361328,10.586360931396484,45973,7166,489,99,26128,27599,27227,26500,2657,295,36.58415099381852,1.0861945925681162,0.03991116265227529
440,823,33,1,53654,4,53654,11.824492454528809,118.2857666015625,10.418902397155762,45931,7140,505,78,26174,27480,27220,26434,2638,277,36.550728455769224,1.0822536130248883,0.041217049364824176
441,823,33,1,53657,4,53657,11.903664588928223,114.6293716430664,10.479841232299805,45811,7255,526,65,26257,27400,27305,26352,2614,299,36.45523548991409,1.0996848686968579,0.04293102567504459
442,823,34,1,53697,4,53697,11.933058738708496,111.73863983154297,10.537986755371094,45948,7142,546,61,26233,27464,27265,26432,2487,319,36.56425662593203,1.0825567652974444,0.044563384065730696
443,823,33,1,53565,4,53565,12.05887222290039,112.1028060913086,10.668290138244629,45757,7220,529,59,26225,27340,27357,26208,2529,310,36.412263655279276,1.094379703927128,0.0431758794336475
444,823,34,1,53750,4,53750,12.115583419799805,98.48403930664062,10.673856735229492,45747,7417,541,45,26411,27339,27387,26363,2528,316,36.40430590812468,1.1242402027738931,0.044155294468059166
445,823,34,1,53859,4,53859,12.128371238708496,102.97806549072266,10.661763191223145,45821,7477,515,46,26556,27303,27524,26335,2468,295,36.46319323706868,1.1333347709505728,0.04203322856016723
446,823,34,1,53703,4,53703,12.162930488586426,105.3896255493164,10.658482551574707,45647,7519,496,41,26618,27085,27335,26368,2445,283,36.32472843657873,1.1397009686742487,0.04048248808901543
447,823,33,1,53912,4,53912,12.2094144821167,106.19517517089844,10.792285919189453,45874,7500,470,68,26746,27166,27457,26455,2425,288,36.505369296988036,1.1368210220849668,0.03836042218112349
448,823,32,1,53924,4,53924,12.283700942993164,102.83367156982422,10.975234031677246,45804,7541,490,89,26788,27136,27511,26413,2450,317,36.44966506690587,1.1430356436723645,0.0399927805718096
449,823,33,1,54133,4,54133,12.284781455993652,119.8709945678711,11.119551658630371,46052,7472,492,117,27042,27091,27413,26720,2347,315,36.64701719633982,1.1325768902691828,0.04015601641087821
450,823,32,1,54279,4,54279,12.327558517456055,119.20980834960938,11.272491455078125,46128,7454,570,127,26996,27283,27614,26665,2239,325,36.70749607471474,1.129848519816179,0.04652221413455402
451,823,32,1,54395,4,54395,12.28769302368164,118.8017349243164,11.342394828796387,46330,7309,620,136,26977,27418,27699,26696,2121,325,36.86824256723755,1.1078699800558696,0.050603110111269285
452,823,32,1,54489,4,54489,12.273124694824219,118.98451232910156,11.432877540588379,46442,7283,611,153,27196,27293,27799,26690,2058,302,36.957369335369016,1.1039290005126416,0.04986854883546054
453,823,34,1,54674,4,54674,12.23765754699707,119.52984619140625,11.484216690063477,46612,7323,574,165,27296,27378,27933,26741,2001,294,37.092651036997125,1.1099920459637616,0.04684868581269124
454,823,34,1,54460,4,54460,12.230585098266602,119.93358612060547,11.52884578704834,46431,7246,618,165,27223,27237,27864,26596,1920,310,36.94861581349896,1.0983206834703558,0.050439874272200674
455,823,39,1,54583,4,54583,12.148313522338867,115.95612335205078,11.437357902526855,46570,7283,545,185,27366,27217,27839,26744,1864,287,37.05922849894783,1.1039290005126416,0.04448176614619639
456,823,35,1,54583,4,54583,12.141016006469727,116.7549057006836,11.4889554977417,46472,7342,578,191,27355,27228,27988,26595,1882,297,36.9812425768328,1.1128719925530435,0.047175157490828463
457,823,36,1,54668,4,54668,12.07707691192627,115.03351593017578,11.399561882019043,46462,7424,605,177,27430,27238,27886,26782,1906,279,36.97328482967821,1.1253012357278391,0.04937884131825471
458,823,37,1,54841,4,54841,12.031932830810547,115.70891571044922,11.30882740020752,46715,7349,621,156,27665,27176,28070,26771,1929,271,37.174615832689454,1.1139330255069895,0.05068472803080359
459,823,37,1,54751,4,54751,11.997969627380371,118.67616271972656,11.307056427001953,46631,7364,605,151,27639,27112,27951,26800,1878,266,37.10777075659086,1.1162066675511593,0.04937884131825471
460,823,38,1,54936,4,54936,11.938008308410645,119.41313934326172,11.220379829406738,46798,7391,610,137,27763,27173,28079,26857,1795,265,37.24066513407259,1.1202992232306652,0.04978693091592623
461,823,40,1,54888,4,54888,11.928707122802734,117.64293670654297,11.181960105895996,46766,7382,621,119,27692,27196,28108,26780,1797,255,37.215200343177884,1.1189350380041632,0.05068472803080359
462,823,37,1,55015,4,55015,11.933423042297363,119.49708557128906,11.229341506958008,46934,7266,692,123,27747,27268,28237,26778,1789,262,37.34889049537508,1.1013522061959158,0.05647960031773926
463,823,40,1,55011,4,55011,11.972495079040527,119.80270385742188,11.302009582519531,46951,7185,745,130,27765,27246,28091,26920,1803,296,37.36241866553789,1.0890745391573982,0.06080535005305745
464,823,38,1,55038,4,55038,11.969234466552734,119.82608795166016,11.346829414367676,47082,7071,749,136,27828,27210,28082,26956,1791,301,37.46666515326308,1.0717948596217066,0.06113182173119467
465,823,40,1,55126,4,55126,11.987207412719727,119.88673400878906,11.293731689453125,47150,7094,756,126,27806,27320,28152,26974,1808,308,37.52077783391432,1.0752811107561004,0.061703147167934805
466,823,40,1,55044,4,55044,11.929424285888672,119.46805572509766,11.194067001342773,47207,6933,786,118,27735,27309,28123,26921,1792,325,37.56613699269552,1.0508773528153432,0.06415168475396396
467,823,37,1,55062,4,55062,11.912553787231445,119.61400604248047,11.146486282348633,47309,6817,820,116,27737,27325,28161,26901,1800,324,37.647306013672384,1.0332945210070958,0.06692669401813034
468,823,38,1,55072,4,55072,11.893857955932617,119.5123291015625,11.17463493347168,47275,6821,854,122,27834,27238,28079,26993,1835,334,37.62024967334676,1.0339008255522077,0.06970170328229673
469,823,37,1,55184,4,55184,11.839679718017578,116.2535400390625,11.080178260803223,47417,6763,889,115,27877,27307,28248,26936,1834,338,37.733249682942,1.025109409648084,0.07255833046599741
470,823,37,1,55109,4,55109,11.803153038024902,118.80823516845703,11.058595657348633,47340,6747,907,115,27856,27253,28121,26988,1872,333,37.67197502985162,1.0226841914676361,0.0740274530176149
471,823,36,1,55115,4,55115,11.753756523132324,119.39277648925781,11.03471851348877,47436,6659,909,111,27712,27403,28100,27015,1888,344,37.74836940253574,1.0093454914751725,0.07419068885668352
472,823,38,1,55216,4,55216,11.732090950012207,119.02783966064453,11.024229049682617,47529,6616,959,112,27687,27529,28170,27046,1888,352,37.82237645107347,1.0028277176152187,0.07827158483339879
473,823,37,1,55177,4,55177,11.718137741088867,116.60847473144531,11.08399772644043,47481,6602,966,128,27766,27411,28070,27107,1861,357,37.784179264731414,1.0007056517073267,0.07884291027013891
474,823,39,1,55362,4,55362,11.681024551391602,118.35559844970703,11.052618026733398,47770,6434,1033,125,27748,27614,28224,27138,1786,372,38.0141581574992,0.9752408608126235,0.08431131087893737
475,823,36,1,55156,4,55156,11.666084289550781,119.36783599853516,11.052696228027344,47620,6374,1044,118,27724,27432,28136,27020,1742,366,37.89479195018028,0.9661462926359438,0.08520910799381473
476,823,36,1,55265,4,55265,11.691631317138672,118.27764129638672,11.118755340576172,47680,6407,1051,127,27768,27497,28153,27112,1674,377,37.94253843310785,0.9711483051331176,0.08578043343055487
477,823,35,1,55152,4,55152,11.646105766296387,119.86552429199219,11.040688514709473,47698,6319,1007,128,27672,27480,28094,27058,1642,381,37.95686237798612,0.9578096051406539,0.08218924497104543
478,823,35,0,55304,4,55304,11.692436218261719,118.9010238647461,11.014849662780762,47809,6416,953,126,27811,27493,28096,27208,1664,354,38.04519337140212,0.9725124903596195,0.07778187731619295
479,823,34,0,55327,4,55327,11.713342666625977,119.75111389160156,10.988604545593262,47847,6435,931,114,27732,27595,28159,27168,1642,370,38.07543281058958,0.9753924369489014,0.07598628308643823
480,823,37,0,55392,4,55392,11.736061096191406,118.06444549560547,11.03544807434082,47869,6465,935,123,27713,27679,28090,27302,1636,376,38.092939854329686,0.9799397210372414,0.07631275476457546
481,823,35,0,55260,4,55260,11.734130859375,118.21493530273438,11.011958122253418,47634,6594,918,114,27758,27502,28094,27166,1591,380,37.90593279619671,0.9994930426171028,0.07492525013249227
482,823,34,0,55190,4,55190,11.721538543701172,118.25983428955078,11.084094047546387,47503,6630,929,128,27719,27471,27977,27213,1510,390,37.80168630847152,1.0049497835231107,0.07582304724736963
483,823,35,0,55457,4,55457,11.743294715881348,119.99327850341797,11.048720359802246,47684,6730,910,133,27792,27665,28210,27247,1407,372,37.94572153196969,1.0201073971509103,0.07427230677621782
484,823,36,0,55309,4,55309,11.787200927734375,118.66470336914062,11.042082786560059,47487,6750,941,131,27679,27630,28056,27253,1324,374,37.788953913024166,1.02313891987647,0.07680246228178128
485,823,34,0,55387,4,55387,11.810269355773926,119.48495483398438,11.020015716552734,47572,6729,951,135,27707,27680,28074,27313,1314,377,37.856594763838224,1.0199558210146322,0.07761864147712434
486,823,34,0,55356,4,55356,11.819626808166504,117.79855346679688,10.918039321899414,47588,6691,932,145,27700,27656,28053,27303,1261,385,37.869327159285575,1.0141959278360684,0.07606790100597254
487,823,34,0,55395,4,55395,11.846686363220215,118.348388671875,10.930039405822754,47687,6618,957,133,27787,27608,28087,27308,1282,393,37.948108856116065,1.0031308698877746,0.07810834899433017
488,823,34,0,55273,4,55273,11.860008239746094,118.34608459472656,10.868379592895508,47627,6582,943,121,27745,27528,28022,27251,1313,398,37.90036237318849,0.9976741289817668,0.0769656981208499
489,823,33,0,55408,4,55408,11.884110450744629,118.8649673461914,10.860285758972168,47787,6568,929,124,27786,27622,28168,27240,1316,408,38.02768632766201,0.9955520630738749,0.07582304724736963
490,823,34,0,55400,4,55400,11.910229682922363,117.94557189941406,10.817042350769043,47739,6623,912,126,27703,27697,28256,27144,1329,417,37.98948914131996,1.0038887505691647,0.07443554261528643
491,823,33,0,55340,4,55340,11.94089126586914,118.85357666015625,10.75970458984375,47679,6623,919,119,27677,27663,28102,27238,1335,406,37.941742658392386,1.0038887505691647,0.07500686805202657
492,823,31,0,55409,4,55409,11.95757007598877,117.81000518798828,10.770645141601562,47753,6612,921,123,27685,27724,28055,27354,1328,421,38.00062998733639,1.0022214130701066,0.07517010389109519
493,823,34,0,55425,4,55425,12.030388832092285,119.95291900634766,10.889312744140625,47747,6573,969,136,27674,27751,28154,27271,1315,412,37.99585533904363,0.9963099437552648,0.07908776402874183
494,823,36,0,55386,4,55386,12.033288955688477,118.3864974975586,10.801270484924316,47740,6564,953,129,27627,27759,28157,27229,1309,401,37.990284916035414,0.9949457585287629,0.07778187731619295
495,823,31,0,55447,4,55447,12.043340682983398,118.40193176269531,10.766121864318848,47752,6638,935,122,27785,27662,28135,27312,1318,400,37.99983421262093,1.0061623926133345,0.07631275476457546
496,823,32,0,55459,4,55459,12.07364559173584,117.8236312866211,10.848172187805176,47741,6642,945,131,27756,27703,28181,27278,1307,413,37.99108069075088,1.0067686971584466,0.0771289339599185
497,823,30,0,55315,4,55315,12.025125503540039,119.89545440673828,10.677512168884277,47651,6608,933,123,27628,27687,28080,27235,1301,431,37.91946096635952,1.0016151085249947,0.07614951892550684
498,823,33,0,55456,4,55456,12.082027435302734,118.9843978881836,10.760111808776855,47713,6644,971,128,27839,27617,28162,27294,1306,445,37.96879899871801,1.0070718494310025,0.07925099986781045
499,823,32,0,55395,4,55395,12.07591724395752,119.49212646484375,10.737841606140137,47667,6624,974,130,27645,27750,28065,27330,1293,442,37.932193361806874,1.0040403267054425,0.07949585362641336
500,823,35,0,55378,4,55378,12.062652587890625,119.62161254882812,10.67597770690918,47635,6646,979,118,27608,27770,28096,27282,1309,432,37.90672857091217,1.0073750017035585,0.07990394322408488
501,823,34,0,55492,4,55492,12.060896873474121,119.83135223388672,10.620583534240723,47712,6683,992,105,27746,27746,28123,27369,1281,434,37.96800322400255,1.0129833187458444,0.08096497617803086
502,823,32,0,55522,4,55522,12.071260452270508,118.59101867675781,10.588887214660645,47699,6747,980,96,27855,27667,28109,27413,1271,395,37.957658152701576,1.0226841914676361,0.0799855611436192
503,823,31,0,55384,4,55384,12.06849479675293,119.27193450927734,10.626099586486816,47578,6690,1008,108,27645,27739,28101,27283,1247,401,37.86136941213098,1.0140443516997903,0.08227086289057974
504,823,33,0,55549,4,55549,12.073631286621094,119.36978912353516,10.681999206542969,47730,6676,1034,109,27640,27909,28087,27462,1232,401,37.98232716888082,1.0119222857918984,0.08439292879847168
505,823,31,0,55419,4,55419,12.097068786621094,119.38634490966797,10.692596435546875,47516,6752,1043,108,27635,27784,28049,27370,1234,408,37.81203137977249,1.023442072149026,0.08512749007428043
506,823,33,0,55357,4,55357,12.108170509338379,119.70299530029297,10.66116714477539,47349,6843,1057,108,27547,27810,28038,27319,1246,401,37.67913700229076,1.0372355005503238,0.0862701409477607
507,823,33,0,55525,4,55525,12.068887710571289,119.885986328125,10.620177268981934,47617,6719,1081,108,27651,27874,28005,27520,1236,403,37.8924046260339,1.0184400596518521,0.08822897101658403
508,823,32,0,55469,4,55469,12.108169555664062,118.23258209228516,10.683107376098633,47466,6797,1095,111,27579,27890,28096,27373,1245,418,37.77224264399952,1.030262998281536,0.0893716218900643
509,823,32,0,55507,4,55507,12.141454696655273,119.98392486572266,10.7708740234375,47432,6830,1124,121,27648,27859,28080,27427,1252,422,37.7451863036739,1.0352650107787098,0.09173854155655915
510,823,33,0,55482,4,55482,12.112473487854004,118.74847412109375,10.67362117767334,47430,6827,1107,118,27572,27910,27999,27483,1261,429,37.74359475424298,1.0348102823698757,0.09035103692447596
511,823,36,0,55516,4,55516,12.162348747253418,119.06423950195312,10.771169662475586,47341,6931,1121,123,27607,27909,28067,27449,1272,428,37.67277080456709,1.0505742005427872,0.09149368779795623
512,823,35,0,55652,4,55652,12.138989448547363,119.41084289550781,10.750679969787598,47446,6978,1103,125,27616,28036,28118,27534,1226,423,37.75632714969033,1.057698278947853,0.09002456524633874
513,823,31,0,55489,4,55489,12.126279830932617,119.58964538574219,10.706170082092285,47246,7044,1072,127,27517,27972,28094,27395,1190,400,37.59717220659844,1.0677023039422007,0.08749440974077528
514,823,30,0,55540,4,55540,12.156487464904785,119.96530151367188,10.730619430541992,47213,7122,1080,125,27614,27926,27993,27547,1203,405,37.57091164098827,1.0795252425718844,0.08814735309704973
515,823,32,0,55622,4,55622,12.195577621459961,119.56649017333984,10.791221618652344,47155,7269,1070,128,27609,28013,28077,27545,1212,382,37.52475670749162,1.1018069346047499,0.08733117390170667
516,823,31,0,55529,4,55529,12.171723365783691,118.38065338134766,10.680842399597168,47024,7361,1023,121,27499,28030,28001,27528,1223,374,37.420510219766435,1.1157519391423254,0.08349513168359432
517,823,32,0,55533,4,55533,12.20933723449707,118.08211517333984,10.755678176879883,46902,7477,1035,119,27555,27978,27925,27608,1243,375,37.32342570448038,1.1333347709505728,0.08447454671800599
518,823,32,0,55477,4,55477,12.191943168640137,117.06048583984375,10.783023834228516,46876,7444,1028,129,27349,28128,27851,27626,1205,371,37.30273556187843,1.128332758453399,0.08390322128126584
519,823,29,0,55498,4,55498,12.223986625671387,119.35320281982422,10.831897735595703,46790,7572,999,137,27406,28092,27989,27509,1208,355,37.234298936348914,1.1477345038969824,0.08153630161477099
520,823,30,0,55487,4,55487,12.195785522460938,119.71110534667969,10.71187686920166,46678,7724,961,124,27404,28083,27909,27578,1194,362,37.14517216821745,1.1707740766112378,0.07843482067246739
521,823,33,0,55354,4,55354,12.216723442077637,117.29043579101562,10.705750465393066,46577,7688,971,118,27383,27971,27753,27601,1190,343,37.06479892195605,1.16531733570523,0.07925099986781045
522,823,31,0,55325,4,55325,12.212576866149902,117.97550201416016,10.70036506652832,46586,7676,945,118,27268,28057,27776,27549,1150,326,37.07196089439518,1.163498422069894,0.0771289339599185
523,823,33,0,55442,4,55442,12.242385864257812,119.04183959960938,10.76301383972168,46670,7709,941,122,27332,28110,27836,27606,1149,326,37.13880597049378,1.1685004345670678,0.07680246228178128
524,823,30,0,55497,4,55497,12.252775192260742,119.35211181640625,10.777233123779297,46664,7781,922,130,27408,28089,27835,27662,1175,329,37.13403132220102,1.1794139163790835,0.07525172181062949
525,823,32,0,55437,4,55437,12.22853946685791,117.89533233642578,10.706133842468262,46669,7744,900,124,27228,28209,27775,27662,1191,324,37.138010195778314,1.1738055993367977,0.07345612758087477
526,823,32,0,55161,4,55161,12.260848999023438,118.42876434326172,10.770967483520508,46508,7642,880,131,27104,28057,27615,27546,1208,323,37.00989046658934,1.1583448334364421,0.07182376919018867
527,823,30,0,55275,4,55275,12.223966598510742,117.63477325439453,10.67539119720459,46917,7381,849,128,27184,28091,27622,27653,1192,306,37.335362325212266,1.1187834618678854,0.0692936136846252
528,823,30,0,55190,4,55190,12.228965759277344,118.13201141357422,10.671317100524902,47028,7207,840,115,27076,28114,27552,27638,1219,284,37.42369331862827,1.092409214155514,0.06855905240881645
529,823,31,0,55322,4,55322,12.220346450805664,118.6431884765625,10.636797904968262,47253,7139,805,125,27154,28168,27628,27694,1235,277,37.60274262960665,1.0821020368886103,0.06570242522511577
530,823,31,0,55283,4,55283,12.219441413879395,119.64158630371094,10.66336441040039,47264,7085,811,123,27051,28232,27631,27652,1227,279,37.61149615147671,1.0739169255295986,0.0661921327423216
531,823,31,0,55161,4,55161,12.21076488494873,116.90190124511719,10.617634773254395,47142,7110,788,121,27057,28104,27559,27602,1227,275,37.51441163619065,1.0777063289365485,0.06431492059303258
532,823,31,0,55161,4,55161,12.210744857788086,119.79112243652344,10.689847946166992,47140,7132,754,135,27001,28160,27431,27730,1262,268,37.51282008675973,1.0810410039346643,0.061539911328866194
533,823,32,0,55231,4,55231,12.151727676391602,118.23661041259766,10.536712646484375,47225,7156,725,125,27028,28203,27545,27686,1226,258,37.58046093757378,1.0846788312053364,0.05917299166237134
534,823,32,0,55332,4,55332,12.19088077545166,117.37472534179688,10.657130241394043,47219,7239,748,126,27051,28281,27560,27772,1267,270,37.57568628928103,1.0972596505164098,0.06105020381166036
535,823,31,0,55150,4,55150,12.17188549041748,118.20128631591797,10.630468368530273,47104,7192,731,123,27077,28073,27423,27727,1270,265,37.48417219700319,1.0901355721113442,0.05966269917957717
536,823,30,0,55068,4,55068,12.164084434509277,117.98973083496094,10.665608406066895,46976,7257,679,156,26937,28131,27415,27653,1300,269,37.382313033424374,1.0999880209694137,0.055418567363793296
537,823,31,0,55095,4,55095,12.174071311950684,118.32442474365234,10.737615585327148,46961,7280,692,162,26996,28099,27299,27796,1307,270,37.37037641269249,1.1034742721038078,0.05647960031773926
538,823,33,0,55024,4,55024,12.12470817565918,119.16539764404297,10.639917373657227,46885,7317,677,145,27036,27988,27404,27620,1276,255,37.309897534317564,1.1090825891460936,0.055255331524724685
539,823,28,0,55063,4,55063,12.109333992004395,119.01762390136719,10.608758926391602,46899,7354,663,147,27095,27968,27297,27766,1278,268,37.321038380333995,1.1146909061883794,0.054112680651244416
540,823,28,0,55119,4,55119,12.090574264526367,119.98809814453125,10.631186485290527,46951,7352,657,159,27206,27913,27376,27743,1283,284,37.36241866553789,1.1143877539158233,0.05362297313403858
541,823,27,0,55136,4,55136,12.049860000610352,119.71304321289062,10.55843448638916,46999,7350,628,159,27260,27876,27344,27792,1256,276,37.40061585187994,1.1140846016432675,0.05125605346754373
542,823,27,0,55204,4,55204,12.042531967163086,119.92161560058594,10.580804824829102,47097,7318,632,157,27301,27903,27465,27739,1231,271,37.478601773994974,1.1092341652823716,0.05158252514568095
543,823,28,0,55105,4,55105,12.0173978805542,113.19669342041016,10.568642616271973,47033,7289,625,158,27427,27678,27501,27604,1228,286,37.42767219220556,1.1048384573303096,0.05101119970894081
544,823,27,0,55381,4,55381,12.014248847961426,119.66027069091797,10.6055269241333,47214,7397,604,166,27577,27804,27528,27853,1215,282,37.571707415703735,1.1212086800483332,0.0492972233987204
545,823,25,0,55227,4,55227,11.996194839477539,119.2439193725586,10.565449714660645,47075,7404,582,166,27648,27579,27666,27561,1207,289,37.461094730254864,1.1222697130022792,0.047501629168965685
546,823,25,0,55522,4,55522,11.974323272705078,119.30813598632812,10.558762550354004,47293,7499,566,164,27729,27793,27688,27834,1230,289,37.63457361822503,1.1366694459486888,0.0461957424564168
547,823,25,0,55320,4,55320,12.012502670288086,119.8453598022461,10.637199401855469,47002,7578,565,175,27527,27793,27651,27669,1245,302,37.403003176026324,1.1486439607146504,0.046114124536882496
548,823,26,0,55459,4,55459,12.001068115234375,119.98085021972656,10.581183433532715,47048,7685,568,158,27587,27872,27844,27615,1250,302,37.43960881293746,1.164862607296396,0.04635897829548541
549,823,26,0,55475,4,55475,11.985282897949219,118.67382049560547,10.654715538024902,46980,7769,557,169,27669,27806,27851,27624,1249,311,37.385496132286214,1.1775950027437476,0.04546118118060805
