frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,frozen_lambda_clairvoyant,rf,e_class
1142,1.065,rayleigh,0.37838,0.8,0.37838,1.0,L,L,L,
1143,0.814,awgn,0.43243,0.81633,0.43243,1.0,L,L,L,
1144,14.719,rayleigh,0.42105,0.84,0.42105,1.0,L,L,L,
1145,4.387,awgn,0.43243,0.8,0.43243,1.0,L,L,L,
1146,15.947,rayleigh,0.46154,0.82353,0.46154,1.0,L,L,L,
1147,15.529,awgn,0.47368,0.76923,0.76,0.0,L,L,L,
1148,9.685,rayleigh,0.47368,0.77551,0.47368,1.0,L,L,L,
1149,8.895,awgn,0.42105,0.8,0.64446,0.22235,L,L,L,
1150,0.05,rayleigh,0.42105,0.78431,0.42105,1.0,L,L,L,
1151,13.944,rayleigh,0.46154,0.78431,0.46154,1.0,L,L,L,
1152,14.053,rayleigh,0.5,0.8,0.5,1.0,L,L,L,
1153,13.596,awgn,0.43243,0.76923,0.75,0.0,L,L,L,
1154,19.677,rayleigh,0.42105,0.81633,0.42105,1.0,L,L,L,
1155,19.287,rayleigh,0.43243,0.77551,0.43243,1.0,L,L,L,
1156,5.681,rayleigh,0.46154,0.81633,0.46154,1.0,L,L,L,
1157,11.328,awgn,0.37838,0.76,0.71111,0.0,L,L,L,
1158,0.276,awgn,0.47368,0.8,0.47368,1.0,L,L,L,
1159,4.844,rayleigh,0.51282,0.78431,0.51282,1.0,L,L,L,
1160,5.019,awgn,0.47368,0.76,0.47368,1.0,L,L,L,
1161,19.376,rayleigh,0.46154,0.77551,0.46154,1.0,L,L,L,
1162,7.985,awgn,0.47368,0.81633,0.63629,0.41153,L,L,L,
1163,14.852,awgn,0.51282,0.8,0.69565,0.0,L,L,L,
1164,5.23,awgn,0.47368,0.7451,0.47368,1.0,L,L,L,
1165,4.531,rayleigh,0.51282,0.76,0.51282,1.0,L,L,L,
1166,8.836,awgn,0.42105,0.77551,0.67299,0.2341,L,L,L,
1167,3.467,awgn,0.51282,0.81633,0.51282,1.0,L,L,L,
1168,18.466,awgn,0.51282,0.79167,0.77551,0.0,L,L,L,
1169,5.156,rayleigh,0.46154,0.75,0.46154,1.0,L,L,L,
1170,4.01,awgn,0.51282,0.8,0.51282,1.0,L,L,L,
1171,1.182,awgn,0.51282,0.77551,0.51282,1.0,L,L,L,
1172,1.291,rayleigh,0.47368,0.8,0.47368,1.0,L,L,L,
1173,9.983,awgn,0.55,0.77551,0.73407,0.00339,L,L,L,
1174,1.562,rayleigh,0.45,0.8,0.45,1.0,L,L,L,
1175,17.097,awgn,0.55,0.84,0.77551,0.0,L,L,L,
1176,13.681,rayleigh,0.55,0.84,0.55,1.0,L,L,L,
1177,13.551,rayleigh,0.51282,0.8,0.51282,1.0,L,L,L,
1178,7.736,awgn,0.51282,0.77551,0.61038,0.56028,L,L,L,
1179,9.103,awgn,0.51282,0.76,0.68261,0.18047,L,L,L,
1180,5.791,awgn,0.5,0.8,0.5,1.0,L,L,L,
1181,10.286,awgn,0.51282,0.77551,0.76,0.0,L,L,L,
1182,10.193,awgn,0.5,0.84,0.76,0.0,L,L,L,
1183,16.802,rayleigh,0.55,0.77551,0.55,1.0,L,L,L,
1184,1.975,awgn,0.46154,0.8,0.46154,1.0,L,L,L,
1185,9.581,rayleigh,0.55,0.82353,0.55,1.0,L,L,L,
1186,7.055,rayleigh,0.55,0.76,0.55,1.0,L,L,L,
1187,15.291,rayleigh,0.53659,0.7451,0.53659,1.0,L,L,L,
1188,9.057,awgn,0.47368,0.78431,0.69758,0.18971,L,L,L,
1189,14.413,awgn,0.55,0.78431,0.79167,0.0,F,L,L,
1190,2.794,awgn,0.55,0.78431,0.55,1.0,L,L,L,
1191,7.814,awgn,0.51282,0.84,0.63302,0.5137,L,L,L,
1192,4.256,awgn,0.52632,0.83333,0.52632,1.0,L,L,L,
1193,2.413,awgn,0.52632,0.8,0.52632,1.0,L,L,L,
1194,7.691,awgn,0.51429,0.78431,0.64608,0.58691,L,L,L,
1195,10.895,awgn,0.55556,0.79167,0.82609,0.0,F,F,L,
1196,19.828,rayleigh,0.54054,0.85714,0.54054,1.0,L,L,L,
1197,18.307,awgn,0.54054,0.84,0.76596,0.0,L,L,L,
1198,0.571,rayleigh,0.54054,0.85714,0.54054,1.0,L,L,L,
1199,7.95,rayleigh,0.54054,0.81633,0.54054,1.0,L,L,L,
1200,9.646,rayleigh,0.54054,0.82353,0.54054,1.0,L,L,L,
1201,14.764,awgn,0.52632,0.84615,0.83333,0.0,L,L,L,
1202,10.251,awgn,0.52632,0.84615,0.77551,0.0,L,L,L,
1203,9.743,rayleigh,0.52632,0.86275,0.52632,1.0,L,L,L,
1204,4.019,rayleigh,0.52632,0.8,0.52632,1.0,L,L,L,
1205,3.172,rayleigh,0.51282,0.84615,0.51282,1.0,L,L,L,
1206,5.328,awgn,0.51282,0.84615,0.51282,1.0,L,L,L,
1207,16.699,awgn,0.43243,0.83019,0.85714,0.0,F,F,L,
1208,18.166,awgn,0.47368,0.82353,0.77778,0.0,L,L,L,
1209,0.642,rayleigh,0.51282,0.85185,0.51282,1.0,L,L,L,
1210,5.82,awgn,0.5,0.80769,0.5,1.0,L,L,L,
1211,10.998,rayleigh,0.5,0.80769,0.5,1.0,L,L,L,
1212,19.69,awgn,0.4878,0.85185,0.74074,0.0,L,L,L,
1213,17.915,awgn,0.5,0.83019,0.84746,0.0,F,L,L,
1214,13.932,awgn,0.4878,0.85185,0.84211,0.0,L,L,L,
1215,10.707,rayleigh,0.4,0.80702,0.4,1.0,L,L,L,
1216,7.348,awgn,0.4,0.80702,0.48474,0.79215,L,L,L,
1217,10.391,awgn,0.41026,0.8,0.82143,0.0,F,F,F,
1218,2.427,awgn,0.41026,0.85185,0.41026,1.0,L,L,L,
1219,8.736,rayleigh,0.45,0.83636,0.45,1.0,L,L,L,
1220,13.858,awgn,0.45,0.85714,0.84211,0.0,L,L,L,
1221,8.744,rayleigh,0.42105,0.88889,0.42105,1.0,L,L,L,
1222,5.354,awgn,0.45,0.85714,0.45,1.0,L,L,L,
1223,4.84,awgn,0.4,0.85714,0.4,1.0,L,L,L,
1224,14.461,rayleigh,0.43902,0.80702,0.43902,1.0,L,L,L,
1225,7.365,rayleigh,0.43243,0.85714,0.43243,1.0,L,L,L,
1226,12.014,awgn,0.39024,0.83333,0.84375,0.0,F,L,L,
1227,15.193,awgn,0.39024,0.88136,0.89231,0.0,F,L,L,
1228,4.72,rayleigh,0.43902,0.87719,0.43902,1.0,L,L,L,
1229,2.259,rayleigh,0.42857,0.87097,0.42857,1.0,L,L,L,
1230,17.617,rayleigh,0.39024,0.83871,0.39024,1.0,L,L,L,
1231,13.641,rayleigh,0.42857,0.87097,0.42857,1.0,L,L,L,
1232,11.875,rayleigh,0.45,0.88136,0.45,1.0,L,L,L,
1233,4.422,awgn,0.46512,0.87097,0.46512,1.0,L,L,L,
1234,0.614,awgn,0.5974,0.88,0.5974,1.0,L,L,L,
1235,0.486,awgn,0.61538,0.89583,0.61538,1.0,L,L,L,
1236,4.298,awgn,0.61538,0.8866,0.61538,1.0,L,L,L,
1237,10.968,awgn,0.64103,0.90722,0.90566,0.0,L,L,L,
1238,0.23,rayleigh,0.62338,0.89796,0.62338,1.0,L,L,L,
1239,11.62,awgn,0.66667,0.88889,0.91429,0.0,F,F,F,
1240,4.533,rayleigh,0.64103,0.89796,0.64103,1.0,L,L,L,
1241,15.761,rayleigh,0.60759,0.89796,0.60759,1.0,L,L,L,
1242,8.881,rayleigh,0.62338,0.92632,0.62338,1.0,L,L,L,
1243,0.119,awgn,0.625,0.89796,0.625,1.0,L,L,L,
1244,7.417,rayleigh,0.60759,0.90526,0.60759,1.0,L,L,L,
1245,18.818,awgn,0.61538,0.85714,0.92308,0.0,F,F,F,
1246,0.075,rayleigh,0.60759,0.88421,0.60759,1.0,L,L,L,
1247,10.141,awgn,0.625,0.875,0.93204,0.0,F,F,F,
1248,4.972,awgn,0.67532,0.88421,0.67532,1.0,L,L,L,
1249,4.558,awgn,0.64935,0.87234,0.64935,1.0,L,L,L,
1250,6.855,rayleigh,0.62338,0.88172,0.62338,1.0,L,L,L,
1251,12.444,awgn,0.65823,0.87234,0.90385,0.0,F,F,F,
1252,7.669,awgn,0.64103,0.86316,0.75383,0.60006,L,L,L,
1253,14.255,rayleigh,0.63291,0.88421,0.63291,1.0,L,L,L,
1254,6.434,rayleigh,0.61538,0.90323,0.61538,1.0,L,L,L,
1255,11.058,awgn,0.63291,0.89362,0.93333,0.0,F,F,F,
1256,11.063,awgn,0.63291,0.88421,0.91589,0.0,F,F,F,
1257,9.625,awgn,0.64103,0.89362,0.9113,0.07537,F,L,F,
1258,18.054,rayleigh,0.65,0.88172,0.65,1.0,L,L,L,
1259,6.539,awgn,0.64103,0.88421,0.64103,1.0,L,L,L,
1260,17.94,awgn,0.63291,0.89583,0.92453,0.0,F,F,F,
1261,5.852,rayleigh,0.64935,0.88421,0.64935,1.0,L,L,L,
1262,13.726,awgn,0.64935,0.89362,0.93333,0.0,F,F,F,
1263,15.259,rayleigh,0.64103,0.85417,0.64103,1.0,L,L,L,
1264,15.963,rayleigh,0.63291,0.89583,0.63291,1.0,L,L,L,
1265,19.392,rayleigh,0.62338,0.86316,0.62338,1.0,L,L,L,
1266,18.594,rayleigh,0.64103,0.875,0.64103,1.0,L,L,L,
1267,8.774,rayleigh,0.62338,0.8866,0.62338,1.0,L,L,L,
1268,19.125,awgn,0.5974,0.875,0.8972,0.0,F,F,F,
1269,16.641,rayleigh,0.61538,0.87755,0.61538,1.0,L,L,L,
1270,6.513,rayleigh,0.62338,0.90722,0.62338,1.0,L,L,L,
1271,13.177,awgn,0.64935,0.90722,0.91589,0.0,F,L,F,
1272,15.696,awgn,0.62338,0.90722,0.93333,0.0,F,F,F,
1273,10.294,awgn,0.625,0.90722,0.94231,0.0,F,F,F,
1274,0.802,rayleigh,0.625,0.90722,0.625,1.0,L,L,L,
1275,3.013,rayleigh,0.63291,0.90526,0.63291,1.0,L,L,L,
1276,13.253,rayleigh,0.63291,0.91667,0.63291,1.0,L,L,L,
1277,18.526,rayleigh,0.66667,0.89583,0.66667,1.0,L,L,L,
1278,1.107,awgn,0.65823,0.90722,0.65823,1.0,L,L,L,
1279,17.594,awgn,0.69231,0.89583,0.91589,0.0,F,F,F,
1280,18.419,awgn,0.64103,0.90526,0.93333,0.0,F,F,F,
1281,7.297,rayleigh,0.63291,0.86316,0.63291,1.0,L,L,L,
1282,14.041,rayleigh,0.64935,0.91667,0.64935,1.0,L,L,L,
1283,7.416,awgn,0.64935,0.92632,0.7199,0.75157,L,L,L,
1284,14.848,rayleigh,0.62338,0.89583,0.62338,1.0,L,L,L,
1285,7.691,rayleigh,0.60759,0.89583,0.60759,1.0,L,L,L,
1286,16.215,rayleigh,0.60526,0.89583,0.60526,1.0,L,L,L,
1287,4.877,rayleigh,0.60759,0.89796,0.60759,1.0,L,L,L,
1288,5.609,rayleigh,0.64935,0.89583,0.64935,1.0,L,L,L,
1289,4.731,awgn,0.63291,0.89796,0.63291,1.0,L,L,L,
1290,5.945,awgn,0.63291,0.89796,0.63291,1.0,L,L,L,
1291,10.1,rayleigh,0.625,0.91837,0.625,1.0,L,L,L,
1292,6.762,awgn,0.60759,0.92784,0.60759,1.0,L,L,L,
1293,16.677,rayleigh,0.625,0.91837,0.625,1.0,L,L,L,
1294,8.188,awgn,0.65854,0.875,0.82663,0.36459,L,L,L,
1295,9.116,rayleigh,0.65,0.89796,0.65,1.0,L,L,L,
1296,11.108,rayleigh,0.64198,0.89796,0.64198,1.0,L,L,L,
1297,10.899,awgn,0.64198,0.89796,0.92308,0.0,F,F,F,
1298,18.528,rayleigh,0.65823,0.87755,0.65823,1.0,L,L,L,
1299,11.611,awgn,0.675,0.90909,0.94231,0.0,F,F,F,
1300,10.645,rayleigh,0.675,0.89796,0.675,1.0,L,L,L,
1301,11.276,awgn,0.68354,0.90722,0.94231,0.0,F,F,F,
1302,5.316,rayleigh,0.65,0.91837,0.65,1.0,L,L,L,
1303,18.354,awgn,0.65,0.89796,0.95146,0.0,F,F,F,
1304,6.925,rayleigh,0.64198,0.90909,0.64198,1.0,L,L,L,
1305,18.383,awgn,0.64198,0.89796,0.94231,0.0,F,F,F,
1306,5.517,rayleigh,0.61728,0.91837,0.61728,1.0,L,L,L,
1307,17.814,awgn,0.65,0.89796,0.89524,0.0,L,L,L,
1308,14.402,rayleigh,0.64198,0.9,0.64198,1.0,L,L,L,
1309,3.757,awgn,0.675,0.88,0.675,1.0,L,L,L,
1310,3.924,rayleigh,0.675,0.90909,0.675,1.0,L,L,L,
1311,1.204,rayleigh,0.64103,0.91837,0.64103,1.0,L,L,L,
1312,3.138,rayleigh,0.65,0.88889,0.65,1.0,L,L,L,
1313,6.28,rayleigh,0.68293,0.88889,0.68293,1.0,L,L,L,
1314,12.234,rayleigh,0.675,0.89796,0.675,1.0,L,L,L,
1315,6.156,awgn,0.64198,0.89583,0.64198,1.0,L,L,L,
1316,8.233,rayleigh,0.625,0.90526,0.625,1.0,L,L,L,
1317,12.457,awgn,0.68354,0.87755,0.93204,0.0,F,F,F,
1318,4.253,rayleigh,0.64198,0.91837,0.64198,1.0,L,L,L,
1319,7.592,awgn,0.66667,0.92784,0.76098,0.64633,L,L,L,
1320,17.321,rayleigh,0.63291,0.90722,0.63291,1.0,L,L,L,
1321,11.846,rayleigh,0.6506,0.91837,0.6506,1.0,L,L,L,
1322,4.716,rayleigh,0.68293,0.91837,0.68293,1.0,L,L,L,
1323,5.481,awgn,0.7,0.91667,0.7,1.0,L,L,L,
1324,9.034,awgn,0.6988,0.9375,0.88066,0.19435,L,L,L,
1325,16.85,rayleigh,0.6988,0.91837,0.6988,1.0,L,L,L,
1326,12.328,awgn,0.6988,0.92784,0.93333,0.0,F,L,L,
1327,0.741,awgn,0.7619,0.92784,0.7619,1.0,L,L,L,
1328,19.188,rayleigh,0.7381,0.92632,0.7381,1.0,L,L,L,
1329,17.292,rayleigh,0.69048,0.91667,0.69048,1.0,L,L,L,
1330,8.441,awgn,0.70588,0.91837,0.86816,0.31364,L,L,L,
1331,12.828,awgn,0.70732,0.91667,0.92453,0.0,F,L,L,
1332,16.376,rayleigh,0.71605,0.88421,0.71605,1.0,L,L,L,
1333,8.819,awgn,0.73418,0.91489,0.89198,0.23764,L,L,L,
1334,15.532,awgn,0.71795,0.90526,0.93204,0.0,F,F,F,
1335,6.507,rayleigh,0.725,0.875,0.725,1.0,L,L,L,
1336,2.711,awgn,0.7,0.90722,0.7,1.0,L,L,L,
1337,13.246,awgn,0.69231,0.91667,0.93333,0.0,F,L,L,
1338,18.038,awgn,0.73171,0.91837,0.91429,0.0,L,L,L,
1339,4.845,awgn,0.74699,0.91837,0.74699,1.0,L,L,L,
1340,18.613,rayleigh,0.70732,0.91837,0.70732,1.0,L,L,L,
1341,13.325,awgn,0.74699,0.91667,0.94231,0.0,F,F,F,
1342,2.521,awgn,0.71605,0.89796,0.71605,1.0,L,L,L,
1343,5.746,awgn,0.68293,0.90722,0.68293,1.0,L,L,L,
1344,13.997,rayleigh,0.7381,0.90909,0.7381,1.0,L,L,L,
1345,13.401,awgn,0.74699,0.92784,0.92308,0.0,L,L,L,
1346,18.658,awgn,0.71429,0.8866,0.94231,0.0,F,F,F,
1347,17.108,awgn,0.6988,0.8866,0.94231,0.0,F,F,F,
1348,4.466,awgn,0.64198,0.92632,0.64198,1.0,L,L,L,
1349,18.327,rayleigh,0.675,0.92784,0.675,1.0,L,L,L,
1350,15.625,awgn,0.69136,0.90722,0.94231,0.0,F,F,F,
1351,1.856,awgn,0.70732,0.90722,0.70732,1.0,L,L,L,
1352,2.668,rayleigh,0.69136,0.89583,0.69136,1.0,L,L,L,
1353,0.0,awgn,0.69136,0.89796,0.69136,1.0,L,L,L,
1354,10.695,awgn,0.72289,0.92784,0.91262,0.0,L,L,L,
1355,4.143,awgn,0.72289,0.88421,0.72289,1.0,L,L,L,
1356,2.922,awgn,0.69136,0.87755,0.69136,1.0,L,L,L,
1357,7.931,rayleigh,0.6988,0.90722,0.6988,1.0,L,L,L,
1358,16.938,rayleigh,0.70732,0.90722,0.70732,1.0,L,L,L,
1359,8.973,awgn,0.73171,0.91667,0.87523,0.20667,L,L,L,
1360,14.447,awgn,0.70732,0.89796,0.90385,0.0,F,L,L,
1361,18.643,rayleigh,0.70732,0.875,0.70732,1.0,L,L,L,
1362,6.842,awgn,0.7,0.86598,0.7,1.0,L,L,L,
1363,10.854,awgn,0.74074,0.875,0.92157,0.0,F,F,F,
1364,12.133,rayleigh,0.73171,0.89583,0.73171,1.0,L,L,L,
1365,0.041,rayleigh,0.69048,0.85714,0.69048,1.0,L,L,L,
1366,10.946,rayleigh,0.72289,0.90722,0.72289,1.0,L,L,L,
1367,15.39,awgn,0.71429,0.86598,0.94118,0.0,F,F,F,
1368,14.168,rayleigh,0.71605,0.88421,0.71605,1.0,L,L,L,
1369,19.447,awgn,0.7561,0.90722,0.93204,0.0,F,F,F,
1370,14.962,awgn,0.75294,0.87755,0.91429,0.0,F,F,F,
1371,8.043,rayleigh,0.72941,0.8866,0.72941,1.0,L,L,L,
1372,1.149,awgn,0.7381,0.89796,0.7381,1.0,L,L,L,
1373,2.78,rayleigh,0.69048,0.89796,0.69048,1.0,L,L,L,
1374,1.4,rayleigh,0.7381,0.875,0.7381,1.0,L,L,L,
1375,8.073,awgn,0.73171,0.90909,0.84978,0.38765,L,L,L,
1376,18.392,rayleigh,0.69136,0.90909,0.69136,1.0,L,L,L,
1377,3.493,awgn,0.72941,0.90909,0.72941,1.0,L,L,L,
1378,12.834,rayleigh,0.72289,0.90722,0.72289,1.0,L,L,L,
1379,3.887,awgn,0.72941,0.90722,0.72941,1.0,L,L,L,
1380,10.858,awgn,0.74419,0.91837,0.92453,0.0,F,L,L,
1381,4.08,awgn,0.72289,0.89796,0.72289,1.0,L,L,L,
1382,16.052,rayleigh,0.72941,0.90909,0.72941,1.0,L,L,L,
1383,19.468,rayleigh,0.72941,0.91667,0.72941,1.0,L,L,L,
1384,8.748,rayleigh,0.74419,0.91837,0.74419,1.0,L,L,L,
1385,16.346,rayleigh,0.75294,0.90722,0.75294,1.0,L,L,L,
1386,9.698,rayleigh,0.75294,0.92784,0.75294,1.0,L,L,L,
1387,1.999,rayleigh,0.76744,0.89796,0.76744,1.0,L,L,L,
1388,2.636,rayleigh,0.72941,0.8866,0.72941,1.0,L,L,L,
1389,3.582,awgn,0.71264,0.9,0.71264,1.0,L,L,L,
1390,7.16,awgn,0.75862,0.9,0.77451,0.9042,L,L,L,
1391,19.196,awgn,0.74419,0.90909,0.92453,0.0,F,L,L,
1392,16.441,awgn,0.76744,0.90909,0.92453,0.0,F,L,L,
1393,4.428,rayleigh,0.7381,0.88889,0.7381,1.0,L,L,L,
1394,15.368,awgn,0.75294,0.89796,0.91429,0.0,F,L,L,
1395,6.775,awgn,0.74699,0.89796,0.74699,1.0,L,L,L,
1396,4.278,awgn,0.74699,0.91489,0.74699,1.0,L,L,L,
1397,18.007,rayleigh,0.77108,0.89583,0.77108,1.0,L,L,L,
1398,5.664,awgn,0.7619,0.92632,0.7619,1.0,L,L,L,
1399,12.275,awgn,0.73171,0.88172,0.91262,0.0,F,F,L,
1400,17.253,awgn,0.7561,0.89362,0.92157,0.0,F,F,L,
1401,18.332,rayleigh,0.73171,0.89362,0.73171,1.0,L,L,L,
1402,6.002,awgn,0.74699,0.91489,0.74699,1.0,L,L,L,
1403,2.243,awgn,0.74699,0.92632,0.74699,1.0,L,L,L,
1404,1.965,awgn,0.75294,0.89583,0.75294,1.0,L,L,L,
1405,8.486,awgn,0.72093,0.90722,0.88057,0.30459,L,L,L,
1406,6.633,rayleigh,0.76744,0.9375,0.76744,1.0,L,L,L,
1407,16.922,rayleigh,0.76744,0.92473,0.76744,1.0,L,L,L,
1408,19.309,awgn,0.75862,0.9375,0.94118,0.0,F,L,L,
1409,16.893,rayleigh,0.77273,0.93878,0.77273,1.0,L,L,L,
1410,11.135,awgn,0.75862,0.90909,0.94231,0.0,F,F,F,
1411,17.359,rayleigh,0.75862,0.94845,0.75862,1.0,L,L,L,
1412,17.871,awgn,0.73563,0.91837,0.93333,0.0,F,L,L,
1413,19.573,rayleigh,0.75862,0.93878,0.75862,1.0,L,L,L,
1414,18.296,awgn,0.71264,0.92929,0.9434,0.0,F,L,L,
1415,0.993,rayleigh,0.74157,0.91837,0.74157,1.0,L,L,L,
1416,4.686,rayleigh,0.73563,0.90909,0.73563,1.0,L,L,L,
1417,16.958,awgn,0.74157,0.92784,0.9434,0.0,F,L,L,
1418,9.414,awgn,0.75,0.92929,0.92852,0.11788,L,L,F,
1419,9.19,awgn,0.75,0.91837,0.92708,0.16288,F,L,F,
1420,9.343,rayleigh,0.74157,0.91837,0.74157,1.0,L,L,L,
1421,3.576,awgn,0.75,0.90722,0.75,1.0,L,L,L,
1422,16.611,rayleigh,0.73563,0.92929,0.73563,1.0,L,L,L,
1423,2.472,rayleigh,0.77273,0.91837,0.77273,1.0,L,L,L,
1424,5.424,rayleigh,0.75556,0.92929,0.75556,1.0,L,L,L,
1425,8.354,awgn,0.74157,0.93878,0.88257,0.33118,L,L,L,
1426,4.662,rayleigh,0.75,0.90722,0.75,1.0,L,L,L,
1427,4.179,awgn,0.7191,0.92,0.7191,1.0,L,L,L,
1428,18.96,awgn,0.72727,0.91837,0.9434,0.0,F,F,F,
1429,3.946,awgn,0.7191,0.93878,0.7191,1.0,L,L,L,
1430,0.645,awgn,0.75,0.92929,0.75,1.0,L,L,L,
1431,19.188,rayleigh,0.74157,0.90909,0.74157,1.0,L,L,L,
1432,18.376,awgn,0.74157,0.92929,0.95238,0.0,F,F,F,
1433,12.524,awgn,0.74157,0.92784,0.9434,0.0,F,L,L,
1434,13.633,rayleigh,0.73563,0.93878,0.73563,1.0,L,L,L,
1435,18.904,rayleigh,0.73563,0.93878,0.73563,1.0,L,L,L,
1436,7.855,rayleigh,0.75,0.90909,0.75,1.0,L,L,L,
1437,11.042,awgn,0.75,0.91837,0.95238,0.0,F,F,F,
1438,13.561,rayleigh,0.75,0.91089,0.75,1.0,L,L,L,
1439,5.306,rayleigh,0.74157,0.91089,0.74157,1.0,L,L,L,
1440,11.66,awgn,0.75,0.93069,0.95238,0.0,F,F,F,
1441,4.52,awgn,0.75,0.9,0.75,1.0,L,L,L,
1442,19.781,rayleigh,0.71111,0.91089,0.71111,1.0,L,L,L,
1443,9.786,awgn,0.75,0.90909,0.95244,0.04301,F,F,F,
1444,9.449,rayleigh,0.72527,0.89109,0.72527,1.0,L,L,L,
1445,18.99,awgn,0.7191,0.90196,0.95238,0.0,F,F,F,
1446,1.578,rayleigh,0.71111,0.8932,0.71111,1.0,L,L,L,
1447,0.484,awgn,0.74157,0.89109,0.74157,1.0,L,L,L,
1448,14.326,rayleigh,0.74157,0.92,0.74157,1.0,L,L,L,
1449,12.405,rayleigh,0.72727,0.91089,0.72727,1.0,L,L,L,
1450,8.279,awgn,0.74157,0.94118,0.8621,0.34622,L,L,L,
1451,5.905,awgn,0.72527,0.90196,0.72527,1.0,L,L,L,
1452,18.606,awgn,0.75556,0.8932,0.94444,0.0,F,F,F,
1453,1.811,awgn,0.74725,0.88462,0.74725,1.0,L,L,L,
1454,2.678,awgn,0.74725,0.90385,0.74725,1.0,L,L,L,
1455,11.724,awgn,0.73563,0.88889,0.93458,0.0,F,F,F,
1456,7.198,rayleigh,0.70455,0.90196,0.70455,1.0,L,L,L,
1457,16.531,rayleigh,0.73563,0.90909,0.73563,1.0,L,L,L,
1458,0.264,awgn,0.72727,0.92929,0.72727,1.0,L,L,L,
1459,10.885,rayleigh,0.73563,0.91089,0.73563,1.0,L,L,L,
1460,7.456,awgn,0.72727,0.91089,0.78865,0.72734,L,L,L,
1461,10.569,awgn,0.75,0.92929,0.95238,0.0,F,F,F,
1462,5.147,rayleigh,0.72727,0.91089,0.72727,1.0,L,L,L,
1463,19.532,rayleigh,0.71264,0.89109,0.71264,1.0,L,L,L,
1464,7.25,awgn,0.75,0.92929,0.78158,0.85072,L,L,L,
1465,14.51,awgn,0.75862,0.90722,0.96154,0.0,F,F,F,
1466,11.067,awgn,0.75,0.90909,0.96154,0.0,F,F,F,
1467,12.296,rayleigh,0.75,0.92,0.75,1.0,L,L,L,
1468,5.138,awgn,0.7191,0.91089,0.7191,1.0,L,L,L,
1469,6.407,awgn,0.74157,0.93069,0.74157,1.0,L,L,L,
1470,16.838,awgn,0.74157,0.92,0.95238,0.0,F,F,F,
1471,6.929,rayleigh,0.72727,0.91837,0.72727,1.0,L,L,L,
1472,5.537,rayleigh,0.77273,0.92929,0.77273,1.0,L,L,L,
1473,1.072,rayleigh,0.73333,0.92157,0.73333,1.0,L,L,L,
1474,0.222,awgn,0.74157,0.92157,0.74157,1.0,L,L,L,
1475,1.567,rayleigh,0.72727,0.92929,0.72727,1.0,L,L,L,
1476,13.169,awgn,0.74157,0.92929,0.96154,0.0,F,F,F,
1477,10.067,rayleigh,0.77273,0.90909,0.77273,1.0,L,L,L,
1478,16.18,rayleigh,0.75,0.92929,0.75,1.0,L,L,L,
1479,0.869,awgn,0.75,0.92157,0.75,1.0,L,L,L,
1480,9.604,awgn,0.72727,0.90909,0.92516,0.07973,F,L,F,
1481,7.536,rayleigh,0.73563,0.9,0.73563,1.0,L,L,L,
1482,11.143,rayleigh,0.73563,0.90909,0.73563,1.0,L,L,L,
1483,1.866,awgn,0.74419,0.90909,0.74419,1.0,L,L,L,
1484,8.824,awgn,0.74419,0.91837,0.90243,0.23653,L,L,L,
1485,8.335,rayleigh,0.7381,0.93878,0.7381,1.0,L,L,L,
1486,12.822,awgn,0.74419,0.91837,0.94231,0.0,F,F,F,
1487,0.341,rayleigh,0.73563,0.93878,0.73563,1.0,L,L,L,
1488,11.74,awgn,0.7381,0.89796,0.95146,0.0,F,F,F,
1489,9.027,rayleigh,0.73563,0.92929,0.73563,1.0,L,L,L,
1490,6.966,rayleigh,0.75294,0.91837,0.75294,1.0,L,L,L,
1491,13.525,rayleigh,0.72941,0.92,0.72941,1.0,L,L,L,
1492,0.546,rayleigh,0.75294,0.93878,0.75294,1.0,L,L,L,
1493,15.895,awgn,0.74419,0.92,0.95146,0.0,F,F,F,
1494,12.272,awgn,0.73563,0.93878,0.95146,0.0,F,L,L,
1495,10.354,awgn,0.75294,0.90909,0.94118,0.0,F,F,F,
1496,12.192,rayleigh,0.71264,0.91837,0.71264,1.0,L,L,L,
1497,1.05,awgn,0.73563,0.90909,0.73563,1.0,L,L,L,
1498,0.844,rayleigh,0.74419,0.93878,0.74419,1.0,L,L,L,
1499,15.344,rayleigh,0.74419,0.92784,0.74419,1.0,L,L,L,
1500,15.987,awgn,0.75294,0.9375,0.96,0.0,F,F,F,
1501,3.891,rayleigh,0.75862,0.9375,0.75862,1.0,L,L,L,
1502,18.43,awgn,0.74419,0.93878,0.96,0.0,F,F,F,
1503,11.983,awgn,0.75294,0.9375,0.9505,0.0,F,L,L,
1504,18.724,rayleigh,0.7619,0.94845,0.7619,1.0,L,L,L,
1505,10.895,rayleigh,0.75294,0.9375,0.75294,1.0,L,L,L,
1506,19.301,awgn,0.71264,0.92,0.9505,0.0,F,F,F,
1507,4.957,rayleigh,0.74419,0.94,0.74419,1.0,L,L,L,
1508,0.527,rayleigh,0.75294,0.92784,0.75294,1.0,L,L,L,
1509,15.102,rayleigh,0.74419,0.93878,0.74419,1.0,L,L,L,
1510,15.076,rayleigh,0.74419,0.92784,0.74419,1.0,L,L,L,
1511,0.054,awgn,0.7381,0.94845,0.7381,1.0,L,L,L,
